time,vibrationLevel_4267,mean
2023-08-11 14:07:18.510000+00:00,0.1139,0.1139
2023-08-11 11:06:22.873000+00:00,0.1014,0.1014
2023-08-11 08:05:28.759000+00:00,0.0902,0.0902
2023-08-11 05:04:52.665000+00:00,0.0478,0.0478
2023-08-11 02:04:04.725000+00:00,0.0,0.0
2023-08-10 23:03:23.606000+00:00,0.0,0.0
2023-08-10 20:07:42.916000+00:00,0.0,0.0
2023-08-10 17:07:12.719000+00:00,0.0952,0.0952
2023-08-10 14:03:47.171000+00:00,0.1087,0.1087
2023-08-10 11:05:20.815000+00:00,0.1018,0.1018
2023-08-10 08:04:29.740000+00:00,0.1044,0.1044
2023-08-10 05:03:46.379000+00:00,0.0307,0.0307
2023-08-10 02:07:54.556000+00:00,0.0,0.0
2023-08-09 23:07:13.722000+00:00,0.0,0.0
2023-08-09 20:06:42.916000+00:00,0.0,0.0
2023-08-09 17:06:07.696000+00:00,0.0951,0.0951
2023-08-09 14:05:17.691000+00:00,0.1049,0.1049
2023-08-09 11:04:19.174000+00:00,0.1319,0.1319
2023-08-09 08:03:17.389000+00:00,0.1055,0.1055
2023-08-09 05:07:32.777000+00:00,0.0454,0.0454
2023-08-09 02:06:40.967000+00:00,0.0,0.0
2023-08-08 23:06:10.919000+00:00,0.0,0.0
2023-08-08 20:05:33.996000+00:00,0.0,0.0
2023-08-08 17:05:03.599000+00:00,0.1048,0.1048
2023-08-08 14:03:47.474000+00:00,0.0986,0.0986
2023-08-08 11:07:42.228000+00:00,0.0839,0.0839
2023-08-08 08:06:47.051000+00:00,0.0937,0.0937
2023-08-08 05:06:07.561000+00:00,0.0524,0.0524
2023-08-08 02:05:19.092000+00:00,0.0,0.0
2023-08-07 23:04:53.689000+00:00,0.0,0.0
2023-08-07 20:04:02.090000+00:00,0.0,0.0
2023-08-07 17:03:20.888000+00:00,0.0936,0.0936
2023-08-07 14:07:28.246000+00:00,0.0876,0.0876
2023-08-07 11:06:31.146000+00:00,0.0834,0.0834
2023-08-07 08:05:35.560000+00:00,0.0879,0.0879
2023-08-07 05:04:58.298000+00:00,0.0333,0.0333
2023-08-07 02:07:35.624000+00:00,0.0022,0.0022
2023-08-06 23:03:00.705000+00:00,0.0083,0.0083
2023-08-06 20:07:44.742000+00:00,0.0022,0.0022
2023-08-06 17:03:50.838000+00:00,0.083,0.083
2023-08-06 14:02:52.123000+00:00,0.0897,0.0897
2023-08-06 11:02:46.042000+00:00,0.0639,0.0639
2023-08-06 08:03:25.704000+00:00,0.0827,0.0827
2023-08-06 05:07:27.705000+00:00,0.0,0.0
2023-08-06 02:07:02.329000+00:00,0.0,0.0
2023-08-05 23:06:17.015000+00:00,0.0838,0.0838
2023-08-05 20:05:24.157000+00:00,0.0546,0.0546
2023-08-05 17:07:20.527000+00:00,0.0631,0.0631
2023-08-05 14:03:49.272000+00:00,0.0818,0.0818
2023-08-05 11:17:42.047000+00:00,0.0695,0.0695
2023-08-05 08:07:25.976000+00:00,0.0707,0.0707
2023-08-05 02:05:29.306000+00:00,0.0,0.0
2023-08-04 23:04:57.884000+00:00,0.0026,0.0026
2023-08-04 20:04:12.588000+00:00,0.0698,0.0698
2023-08-04 17:05:49.442000+00:00,0.104,0.104
2023-08-04 14:04:47.362000+00:00,0.0778,0.0778
2023-08-04 11:06:09.356000+00:00,0.1026,0.1026
2023-08-04 08:05:13.336000+00:00,0.1918,0.1918
2023-08-04 05:04:13.339000+00:00,0.0594,0.0594
2023-08-04 02:03:30.244000+00:00,0.0,0.0
2023-08-03 23:02:59.291000+00:00,0.0,0.0
2023-08-03 20:07:29.395000+00:00,0.0,0.0
2023-08-03 17:07:03.227000+00:00,0.1201,0.1201
2023-08-03 14:03:32.983000+00:00,0.14,0.14
2023-08-03 11:05:07.289000+00:00,0.1608,0.1608
2023-08-03 08:06:40.733000+00:00,0.162,0.162
2023-08-03 05:05:51.550000+00:00,0.0558,0.0558
2023-08-03 02:04:20.149000+00:00,0.0,0.0
2023-08-02 23:03:44.496000+00:00,0.0,0.0
2023-08-02 20:03:16.970000+00:00,0.0223,0.0223
2023-08-02 17:07:21.148000+00:00,0.0833,0.0833
2023-08-02 14:03:50.844000+00:00,0.0021,0.0021
2023-08-02 11:02:05.948000+00:00,0.0891,0.0891
2023-08-02 08:02:50.488000+00:00,0.1454,0.1454
2023-08-02 05:07:02.879000+00:00,0.1336,0.1336
2023-08-02 02:06:21.178000+00:00,0.0,0.0
2023-08-01 23:05:54.977000+00:00,0.0,0.0
2023-08-01 20:05:23.892000+00:00,0.0,0.0
2023-08-01 17:04:53.518000+00:00,0.1507,0.1507
2023-08-01 14:06:12.455000+00:00,0.1911,0.1911
2023-08-01 11:06:55.387000+00:00,0.132,0.132
2023-08-01 08:02:44.639000+00:00,0.2235,0.2235
2023-08-01 05:06:42.011000+00:00,0.0607,0.0607
2023-08-01 02:04:25.379000+00:00,0.0019,0.0019
2023-07-31 23:02:30.257000+00:00,0.002,0.002
2023-07-31 20:03:26.888000+00:00,0.0021,0.0021
2023-07-31 17:06:10.110000+00:00,0.0918,0.0918
2023-07-31 14:04:38.456000+00:00,0.0678,0.0678
2023-07-31 11:08:30.610000+00:00,0.0784,0.0784
2023-07-31 08:04:07.873000+00:00,0.0858,0.0858
2023-07-31 05:04:53.217000+00:00,0.0573,0.0573
2023-07-31 02:03:55.204000+00:00,0.0,0.0
2023-07-30 23:03:13.929000+00:00,0.0,0.0
2023-07-30 20:02:38.015000+00:00,0.0,0.0
2023-07-30 17:07:13.238000+00:00,0.1321,0.1321
2023-07-30 11:05:20.726000+00:00,0.1082,0.1082
2023-07-30 08:04:31.173000+00:00,0.1119,0.1119
2023-07-30 05:03:28.459000+00:00,0.0,0.0
2023-07-30 02:02:47.554000+00:00,0.0,0.0
2023-07-29 23:02:12.399000+00:00,0.0859,0.0859
2023-07-29 20:06:22.414000+00:00,0.0959,0.0959
2023-07-29 14:06:17.483000+00:00,0.1005,0.1005
2023-07-29 11:02:51.063000+00:00,0.1022,0.1022
2023-07-29 08:07:02.649000+00:00,0.086,0.086
2023-07-29 05:06:04.205000+00:00,0.0,0.0
2023-07-29 02:05:39.203000+00:00,0.0,0.0
2023-07-28 23:04:59.134000+00:00,0.0,0.0
2023-07-28 20:04:12.873000+00:00,0.0675,0.0675
2023-07-28 17:00:54.710000+00:00,0.0868,0.0868
2023-07-28 14:02:27.529000+00:00,0.099,0.099
2023-07-28 11:06:27.275000+00:00,0.077,0.077
2023-07-28 08:05:40.374000+00:00,0.0899,0.0899
2023-07-28 05:05:03.199000+00:00,0.0371,0.0371
2023-07-28 02:04:15.418000+00:00,0.0,0.0
2023-07-27 23:03:44.763000+00:00,0.0,0.0
2023-07-27 20:03:13.576000+00:00,0.0,0.0
2023-07-27 17:02:47.022000+00:00,0.0881,0.0881
2023-07-27 14:07:02.212000+00:00,0.0972,0.0972
2023-07-27 11:06:09.861000+00:00,0.1067,0.1067
2023-07-27 08:02:44.412000+00:00,0.1055,0.1055
2023-07-27 05:06:57.523000+00:00,0.0791,0.0791
2023-07-27 02:06:04.328000+00:00,0.0,0.0
2023-07-26 23:05:37.576000+00:00,0.0,0.0
2023-07-26 20:05:11.697000+00:00,0.1257,0.1257
2023-07-26 17:04:01.824000+00:00,0.1109,0.1109
2023-07-26 14:02:59.767000+00:00,0.1355,0.1355
2023-07-26 11:02:05.188000+00:00,0.1239,0.1239
2023-07-26 08:06:18.611000+00:00,0.133,0.133
2023-07-26 05:05:28.163000+00:00,0.0188,0.0188
2023-07-26 02:04:26.782000+00:00,0.0,0.0
2023-07-25 23:03:49.949000+00:00,0.0,0.0
2023-07-25 20:03:04.338000+00:00,0.0,0.0
2023-07-25 17:02:33.720000+00:00,0.1086,0.1086
2023-07-25 14:04:03.680000+00:00,0.1295,0.1295
2023-07-25 11:05:39.265000+00:00,0.1282,0.1282
2023-07-25 08:04:46.255000+00:00,0.1206,0.1206
2023-07-25 05:04:17.509000+00:00,0.0467,0.0467
2023-07-25 02:03:20.185000+00:00,0.0,0.0
2023-07-24 23:02:48.893000+00:00,0.0,0.0
2023-07-24 20:02:23.791000+00:00,0.0,0.0
2023-07-24 17:01:53.444000+00:00,0.0773,0.0773
2023-07-24 14:05:53.583000+00:00,0.0817,0.0817
2023-07-24 11:09:47.358000+00:00,0.0838,0.0838
2023-07-24 05:03:02.546000+00:00,0.0269,0.0269
2023-07-24 02:02:12.412000+00:00,0.0,0.0
2023-07-23 23:06:42.969000+00:00,0.0,0.0
2023-07-23 20:06:16.930000+00:00,0.0,0.0
2023-07-23 17:05:46.217000+00:00,0.0826,0.0826
2023-07-23 14:04:30.591000+00:00,0.1191,0.1191
2023-07-23 11:06:13.022000+00:00,0.1351,0.1351
2023-07-23 08:05:05.251000+00:00,0.1666,0.1666
2023-07-23 05:03:57.363000+00:00,0.0,0.0
2023-07-23 02:03:27.256000+00:00,0.0,0.0
2023-07-22 23:02:56.801000+00:00,0.1025,0.1025
2023-07-22 20:02:06.138000+00:00,0.1345,0.1345
2023-07-22 17:03:02.676000+00:00,0.0834,0.0834
2023-07-22 14:02:00.921000+00:00,0.1492,0.1492
2023-07-22 11:03:24.789000+00:00,0.1268,0.1268
2023-07-22 08:04:58.834000+00:00,0.1261,0.1261
2023-07-22 05:03:57.170000+00:00,0.0,0.0
2023-07-22 02:03:31.437000+00:00,0.0,0.0
2023-07-21 23:02:56.037000+00:00,0.0,0.0
2023-07-21 20:02:08.451000+00:00,0.1068,0.1068
2023-07-21 17:06:13.203000+00:00,0.0897,0.0897
2023-07-21 11:04:24.201000+00:00,0.0753,0.0753
2023-07-21 08:03:38.138000+00:00,0.163,0.163
2023-07-21 05:05:25.119000+00:00,0.0384,0.0384
2023-07-21 02:04:35.875000+00:00,0.0,0.0
2023-07-20 23:04:09.376000+00:00,0.0,0.0
2023-07-20 20:03:37.820000+00:00,0.0,0.0
2023-07-20 17:03:06.122000+00:00,0.0994,0.0994
2023-07-20 14:05:26.618000+00:00,0.1019,0.1019
2023-07-20 11:04:25.219000+00:00,0.1074,0.1074
2023-07-20 05:05:02.098000+00:00,0.0923,0.0923
2023-07-19 23:03:13.153000+00:00,0.0,0.0
2023-07-19 20:02:41.867000+00:00,0.0904,0.0904
2023-07-19 17:01:30.278000+00:00,0.1058,0.1058
2023-07-19 14:05:29.893000+00:00,0.1155,0.1155
2023-07-19 11:04:28.994000+00:00,0.0987,0.0987
2023-07-19 08:03:22.058000+00:00,0.17,0.17
2023-07-19 05:05:06.701000+00:00,0.0585,0.0585
2023-07-19 02:04:24.399000+00:00,0.0,0.0
2023-07-18 23:03:48.611000+00:00,0.0,0.0
2023-07-18 20:03:12.793000+00:00,0.0,0.0
2023-07-18 17:02:41.785000+00:00,0.1189,0.1189
2023-07-18 14:04:08.703000+00:00,0.1157,0.1157
2023-07-18 11:03:07.703000+00:00,0.0856,0.0856
2023-07-18 08:03:58.033000+00:00,0.1396,0.1396
2023-07-18 05:03:16.163000+00:00,0.0598,0.0598
2023-07-18 02:02:28.809000+00:00,0.0,0.0
2023-07-17 23:01:58.653000+00:00,0.0,0.0
2023-07-17 20:01:28.258000+00:00,0.0,0.0
2023-07-17 17:05:57.893000+00:00,0.1482,0.1482
2023-07-17 14:05:06.488000+00:00,0.1354,0.1354
2023-07-17 11:04:22.302000+00:00,0.1437,0.1437
2023-07-17 08:03:38.267000+00:00,0.1386,0.1386
2023-07-17 05:02:51.380000+00:00,0.0627,0.0627
2023-07-17 02:01:48.045000+00:00,0.0,0.0
2023-07-16 23:06:18.206000+00:00,0.0,0.0
2023-07-16 20:05:52.960000+00:00,0.0,0.0
2023-07-16 17:05:27.233000+00:00,0.0932,0.0932
2023-07-16 14:04:37.213000+00:00,0.0852,0.0852
2023-07-16 11:06:11.294000+00:00,0.0906,0.0906
2023-07-16 08:05:18.667000+00:00,0.097,0.097
2023-07-16 05:01:55.916000+00:00,0.0,0.0
2023-07-16 02:01:14.134000+00:00,0.0,0.0
2023-07-15 23:05:39.012000+00:00,0.084,0.084
2023-07-15 20:04:51.057000+00:00,0.0576,0.0576
2023-07-15 17:03:21.182000+00:00,0.0934,0.0934
2023-07-15 14:02:24.810000+00:00,0.0949,0.0949
2023-07-15 11:03:50.331000+00:00,0.1208,0.1208
2023-07-15 08:03:01.371000+00:00,0.1013,0.1013
2023-07-15 05:04:41.529000+00:00,0.0,0.0
2023-07-15 02:04:11.587000+00:00,0.0,0.0
2023-07-14 23:03:46.667000+00:00,0.0,0.0
2023-07-14 20:02:57.320000+00:00,0.0855,0.0855
2023-07-14 17:02:12.287000+00:00,0.1259,0.1259
2023-07-14 14:01:11.022000+00:00,0.1296,0.1296
2023-07-14 11:02:36.618000+00:00,0.131,0.131
2023-07-14 08:01:44.634000+00:00,0.1252,0.1252
2023-07-14 05:03:25.588000+00:00,0.0483,0.0483
2023-07-14 02:02:29.277000+00:00,0.0,0.0
2023-07-13 23:01:57.866000+00:00,0.0,0.0
2023-07-13 20:01:31.957000+00:00,0.0,0.0
2023-07-13 17:01:06.649000+00:00,0.1365,0.1365
2023-07-13 14:02:34.904000+00:00,0.1049,0.1049
2023-07-13 11:01:31.416000+00:00,0.0955,0.0955
2023-07-13 08:05:33.835000+00:00,0.1034,0.1034
2023-07-13 05:04:51.223000+00:00,0.0646,0.0646
2023-07-13 02:03:51.972000+00:00,0.0,0.0
2023-07-12 23:03:11.231000+00:00,0.0,0.0
2023-07-12 20:02:45.350000+00:00,0.0,0.0
2023-07-12 17:02:20.340000+00:00,0.1064,0.1064
2023-07-12 14:03:39.039000+00:00,0.1052,0.1052
2023-07-12 11:05:14.554000+00:00,0.0855,0.0855
2023-07-12 08:03:44.629000+00:00,0.1248,0.1248
2023-07-12 05:05:29.577000+00:00,0.0481,0.0481
2023-07-12 02:03:54.199000+00:00,0.0,0.0
2023-07-11 23:03:22.401000+00:00,0.0,0.0
2023-07-11 20:02:51.893000+00:00,0.0,0.0
2023-07-11 17:02:11.529000+00:00,0.0934,0.0934
2023-07-11 14:01:05.067000+00:00,0.097,0.097
2023-07-11 11:05:08.385000+00:00,0.0908,0.0908
2023-07-11 08:04:14.221000+00:00,0.0995,0.0995
2023-07-11 05:01:09.634000+00:00,0.0688,0.0688
2023-07-11 02:05:23.701000+00:00,0.0,0.0
2023-07-10 23:04:52.459000+00:00,0.0,0.0
2023-07-10 20:04:27.125000+00:00,0.0,0.0
2023-07-10 17:03:58.044000+00:00,0.1016,0.1016
2023-07-10 11:02:09.775000+00:00,0.0993,0.0993
2023-07-10 08:01:18.408000+00:00,0.112,0.112
2023-07-10 05:05:32.837000+00:00,0.0555,0.0555
2023-07-10 02:04:34.354000+00:00,0.0,0.0
2023-07-09 23:04:04.332000+00:00,0.0,0.0
2023-07-09 20:03:30.314000+00:00,0.0,0.0
2023-07-09 17:03:05.261000+00:00,0.1427,0.1427
2023-07-09 14:04:34.695000+00:00,0.1102,0.1102
2023-07-09 11:03:51.723000+00:00,0.0993,0.0993
2023-07-09 08:02:58.513000+00:00,0.065,0.065
2023-07-09 05:02:54.540000+00:00,0.0019,0.0019
2023-07-09 02:01:45.719000+00:00,0.0021,0.0021
2023-07-08 22:58:34.140000+00:00,0.0526,0.0526
2023-07-08 20:00:56.931000+00:00,0.0629,0.0629
2023-07-08 17:01:51.169000+00:00,0.0702,0.0702
2023-07-08 11:07:00.549000+00:00,0.0966,0.0966
2023-07-08 08:03:01.558000+00:00,0.0926,0.0926
2023-07-08 05:03:02.143000+00:00,0.0,0.0
2023-07-08 02:02:36.132000+00:00,0.0,0.0
2023-07-07 23:02:05.626000+00:00,0.0,0.0
2023-07-07 20:01:24.752000+00:00,0.0715,0.0715
2023-07-07 17:05:20.192000+00:00,0.1153,0.1153
2023-07-07 14:04:28.309000+00:00,0.0973,0.0973
2023-07-07 11:03:38.778000+00:00,0.1277,0.1277
2023-07-07 05:01:59.409000+00:00,0.0404,0.0404
2023-07-07 02:00:56.275000+00:00,0.0,0.0
2023-07-06 23:05:25.536000+00:00,0.0,0.0
2023-07-06 20:04:49.917000+00:00,0.0,0.0
2023-07-06 17:04:13.938000+00:00,0.0992,0.0992
2023-07-06 14:03:01.617000+00:00,0.1097,0.1097
2023-07-06 11:02:02.855000+00:00,0.1015,0.1015
2023-07-06 08:04:29.538000+00:00,0.1148,0.1148
2023-07-06 05:03:52.129000+00:00,0.058,0.058
2023-07-06 02:03:04.075000+00:00,0.0,0.0
2023-07-05 23:02:34.233000+00:00,0.0,0.0
2023-07-05 20:02:08.045000+00:00,0.0,0.0
2023-07-05 17:01:42.677000+00:00,0.1303,0.1303
2023-07-05 14:03:11.915000+00:00,0.1271,0.1271
2023-07-05 11:04:39.372000+00:00,0.1081,0.1081
2023-07-05 08:02:09.323000+00:00,0.1044,0.1044
2023-07-05 05:01:21.257000+00:00,0.0479,0.0479
2023-07-05 02:04:58.784000+00:00,0.0,0.0
2023-07-04 23:04:13.124000+00:00,0.0,0.0
2023-07-04 20:03:48.217000+00:00,0.0,0.0
2023-07-04 17:03:11.579000+00:00,0.0849,0.0849
2023-07-04 14:04:44.112000+00:00,0.0751,0.0751
2023-07-04 10:58:32.590000+00:00,0.0894,0.0894
2023-07-04 08:02:13.602000+00:00,0.0927,0.0927
2023-07-04 05:06:37.662000+00:00,0.1266,0.1266
2023-07-04 02:00:49.581000+00:00,0.0,0.0
2023-07-03 23:05:19.664000+00:00,0.0,0.0
2023-07-03 20:04:47.974000+00:00,0.0,0.0
2023-07-03 17:04:16.730000+00:00,0.1083,0.1083
2023-07-03 14:03:23.667000+00:00,0.1113,0.1113
2023-07-03 08:04:03.252000+00:00,0.0965,0.0965
2023-07-03 05:03:26.191000+00:00,0.0515,0.0515
2023-07-03 02:02:27.233000+00:00,0.0,0.0
2023-07-02 20:01:26.714000+00:00,0.0,0.0
2023-07-02 17:00:55.205000+00:00,0.1009,0.1009
2023-07-02 14:02:12.637000+00:00,0.0863,0.0863
2023-07-02 11:01:11.333000+00:00,0.0963,0.0963
2023-07-02 08:05:16.341000+00:00,0.0973,0.0973
2023-07-02 05:04:25.010000+00:00,0.0,0.0
2023-07-02 02:03:43.482000+00:00,0.0,0.0
2023-07-01 23:03:18.530000+00:00,0.0759,0.0759
2023-07-01 20:02:19.746000+00:00,0.0881,0.0881
2023-07-01 17:01:27.344000+00:00,0.1146,0.1146
2023-07-01 14:00:35.256000+00:00,0.0985,0.0985
2023-07-01 11:04:40.476000+00:00,0.1261,0.1261
2023-07-01 08:03:54.362000+00:00,0.1006,0.1006
2023-07-01 05:03:02.408000+00:00,0.0,0.0
2023-07-01 02:02:30.672000+00:00,0.0,0.0
2023-06-30 23:02:00.320000+00:00,0.0,0.0
2023-06-30 20:01:15.680000+00:00,0.0737,0.0737
2023-06-30 17:02:20.954000+00:00,0.1355,0.1355
2023-06-30 14:03:41.133000+00:00,0.1085,0.1085
2023-06-30 11:00:50.202000+00:00,0.1186,0.1186
2023-06-30 08:04:55.846000+00:00,0.1379,0.1379
2023-06-30 05:04:58.668000+00:00,0.0614,0.0614
2023-06-30 02:04:06.489000+00:00,0.0,0.0
2023-06-29 23:03:40.365000+00:00,0.0,0.0
2023-06-29 20:03:10.193000+00:00,0.0,0.0
2023-06-29 17:02:45.233000+00:00,0.118,0.118
2023-06-29 14:01:50.110000+00:00,0.1016,0.1016
2023-06-29 11:00:50.495000+00:00,0.1101,0.1101
2023-06-29 08:04:55.265000+00:00,0.0968,0.0968
2023-06-29 05:02:21.188000+00:00,0.041,0.041
2023-06-29 02:01:39.194000+00:00,0.0,0.0
2023-06-28 23:00:57.948000+00:00,0.0,0.0
2023-06-28 20:00:22.524000+00:00,0.0,0.0
2023-06-28 17:04:57.810000+00:00,0.0951,0.0951
2023-06-28 14:03:56.026000+00:00,0.0987,0.0987
2023-06-28 11:03:27.273000+00:00,0.0967,0.0967
2023-06-28 08:02:34.682000+00:00,0.1008,0.1008
2023-06-28 05:04:19.998000+00:00,0.0571,0.0571
2023-06-28 02:03:28.279000+00:00,0.0,0.0
2023-06-27 23:03:02.707000+00:00,0.0,0.0
2023-06-27 20:02:31.295000+00:00,0.0,0.0
2023-06-27 17:02:05.239000+00:00,0.117,0.117
2023-06-27 14:01:18.261000+00:00,0.0972,0.0972
2023-06-27 11:00:17.356000+00:00,0.1026,0.1026
2023-06-27 08:04:27.812000+00:00,0.1003,0.1003
2023-06-27 05:03:45.301000+00:00,0.0171,0.0171
2023-06-27 02:00:20.465000+00:00,0.002,0.002
2023-06-26 23:03:00.614000+00:00,0.002,0.002
2023-06-26 20:01:05.398000+00:00,0.0021,0.0021
2023-06-26 17:04:05.801000+00:00,0.1136,0.1136
2023-06-26 14:00:34.071000+00:00,0.09,0.09
2023-06-26 11:04:36.469000+00:00,0.1004,0.1004
2023-06-26 08:03:38.635000+00:00,0.12,0.12
2023-06-26 05:02:58.404000+00:00,0.0503,0.0503
2023-06-26 02:02:04.352000+00:00,0.0,0.0
2023-06-25 23:01:28.149000+00:00,0.0,0.0
2023-06-25 20:00:57.295000+00:00,0.0,0.0
2023-06-25 11:00:58.550000+00:00,0.1123,0.1123
2023-06-25 07:59:57.157000+00:00,0.0602,0.0602
2023-06-25 05:05:14.746000+00:00,0.0021,0.0021
2023-06-25 02:02:48.120000+00:00,0.0022,0.0022
2023-06-24 23:00:49.989000+00:00,0.002,0.002
2023-06-24 20:04:36.267000+00:00,0.002,0.002
2023-06-24 17:17:15.391000+00:00,0.1071,0.1071
2023-06-24 14:01:21.446000+00:00,0.0964,0.0964
2023-06-24 11:02:48.615000+00:00,0.138,0.138
2023-06-24 08:01:58.373000+00:00,0.1391,0.1391
2023-06-24 05:01:10.018000+00:00,0.0,0.0
2023-06-24 02:00:33.620000+00:00,0.0,0.0
2023-06-23 22:59:57.584000+00:00,0.0,0.0
2023-06-23 20:04:17.776000+00:00,0.0,0.0
2023-06-23 17:03:41.819000+00:00,0.1311,0.1311
2023-06-23 14:02:50.925000+00:00,0.0912,0.0912
2023-06-23 11:02:28.908000+00:00,0.1341,0.1341
2023-06-23 08:01:25.695000+00:00,0.093,0.093
2023-06-23 05:01:30.927000+00:00,0.002,0.002
2023-06-23 01:57:39.016000+00:00,0.002,0.002
2023-06-22 23:13:45.198000+00:00,0.0021,0.0021
2023-06-22 20:03:07.231000+00:00,0.0021,0.0021
2023-06-22 17:08:06.632000+00:00,0.112,0.112
2023-06-22 14:00:09.064000+00:00,0.1173,0.1173
2023-06-22 11:04:16.962000+00:00,0.0454,0.0454
2023-06-22 08:00:11.735000+00:00,0.168,0.168
2023-06-22 04:59:41.929000+00:00,0.0609,0.0609
2023-06-22 02:03:56.147000+00:00,0.0,0.0
2023-06-21 23:03:25.970000+00:00,0.0,0.0
2023-06-21 20:02:54.131000+00:00,0.0,0.0
2023-06-21 17:02:23.121000+00:00,0.1116,0.1116
2023-06-21 14:01:32.092000+00:00,0.1251,0.1251
2023-06-21 11:03:09.825000+00:00,0.0282,0.0282
2023-06-21 08:01:58.117000+00:00,0.1291,0.1291
2023-06-21 04:59:35.099000+00:00,0.0977,0.0977
2023-06-21 02:03:47.173000+00:00,0.0,0.0
2023-06-20 23:03:21.379000+00:00,0.0,0.0
2023-06-20 20:02:40.619000+00:00,0.0,0.0
2023-06-20 17:02:14.752000+00:00,0.1294,0.1294
2023-06-20 14:01:24.315000+00:00,0.0888,0.0888
2023-06-20 11:00:34.712000+00:00,0.0527,0.0527
2023-06-20 07:59:47.621000+00:00,0.0894,0.0894
2023-06-20 05:04:09.123000+00:00,0.0956,0.0956
2023-06-20 02:03:25.526000+00:00,0.0,0.0
2023-06-19 23:02:59.165000+00:00,0.0,0.0
2023-06-19 20:02:32.851000+00:00,0.0,0.0
2023-06-19 17:02:02.157000+00:00,0.1226,0.1226
2023-06-19 14:03:40.853000+00:00,0.1071,0.1071
2023-06-19 11:00:18.103000+00:00,0.0649,0.0649
2023-06-19 07:59:31.479000+00:00,0.1139,0.1139
2023-06-19 05:03:48.333000+00:00,0.1013,0.1013
2023-06-19 02:02:55.120000+00:00,0.0,0.0
2023-06-18 23:02:13.545000+00:00,0.0,0.0
2023-06-18 20:01:43.009000+00:00,0.0,0.0
2023-06-18 17:01:12.998000+00:00,0.1169,0.1169
2023-06-18 14:00:21.541000+00:00,0.0942,0.0942
2023-06-18 11:01:47.158000+00:00,0.1057,0.1057
2023-06-18 08:03:20.509000+00:00,0.0757,0.0757
2023-06-18 05:02:32.403000+00:00,0.0,0.0
2023-06-18 02:01:56.656000+00:00,0.0,0.0
2023-06-17 23:01:26.716000+00:00,0.0,0.0
2023-06-17 20:01:00.325000+00:00,0.0,0.0
2023-06-17 17:00:24.682000+00:00,0.0841,0.0841
2023-06-17 13:59:33.270000+00:00,0.0799,0.0799
2023-06-17 11:03:45.430000+00:00,0.1036,0.1036
2023-06-17 08:00:21.696000+00:00,0.0853,0.0853
2023-06-17 05:02:04.360000+00:00,0.0,0.0
2023-06-17 02:01:33.867000+00:00,0.0,0.0
2023-06-16 23:01:03.270000+00:00,0.0,0.0
2023-06-16 20:00:38.132000+00:00,0.0,0.0
2023-06-16 17:00:07.134000+00:00,0.1169,0.1169
2023-06-16 13:59:16.500000+00:00,0.1449,0.1449
2023-06-16 11:03:29.114000+00:00,0.0491,0.0491
2023-06-16 08:02:47.725000+00:00,0.1177,0.1177
2023-06-16 04:59:31.387000+00:00,0.0714,0.0714
2023-06-16 02:03:46.924000+00:00,0.0,0.0
2023-06-15 23:03:06.647000+00:00,0.0,0.0
2023-06-15 20:02:41.160000+00:00,0.0,0.0
2023-06-15 17:02:09.625000+00:00,0.1236,0.1236
2023-06-15 14:01:19.866000+00:00,0.1128,0.1128
2023-06-15 11:00:31.467000+00:00,0.0659,0.0659
2023-06-15 07:59:49.489000+00:00,0.1117,0.1117
2023-06-15 04:59:08.400000+00:00,0.1016,0.1016
2023-06-15 02:03:24.613000+00:00,0.0,0.0
2023-06-14 23:02:42.865000+00:00,0.0,0.0
2023-06-14 20:02:01.416000+00:00,0.0,0.0
2023-06-14 17:01:24.621000+00:00,0.1377,0.1377
2023-06-14 14:00:34.539000+00:00,0.1224,0.1224
2023-06-14 10:59:44.175000+00:00,0.0978,0.0978
2023-06-14 08:03:56.791000+00:00,0.1003,0.1003
2023-06-14 05:03:16.995000+00:00,0.0565,0.0565
2023-06-14 02:01:41.626000+00:00,0.0,0.0
2023-06-13 23:01:00.633000+00:00,0.0,0.0
2023-06-13 20:00:25.500000+00:00,0.0,0.0
2023-06-13 16:59:59.832000+00:00,0.1294,0.1294
2023-06-13 14:01:36.186000+00:00,0.1198,0.1198
2023-06-13 11:00:40.526000+00:00,0.1009,0.1009
2023-06-13 07:59:54.557000+00:00,0.0754,0.0754
2023-06-13 05:01:42.051000+00:00,0.0969,0.0969
2023-06-13 02:00:53.321000+00:00,0.0,0.0
2023-06-12 23:00:22.068000+00:00,0.0,0.0
2023-06-12 19:59:56.052000+00:00,0.0,0.0
2023-06-12 16:59:29.236000+00:00,0.0908,0.0908
2023-06-12 14:03:37.503000+00:00,0.1126,0.1126
2023-06-12 11:08:08.144000+00:00,0.0858,0.0858
2023-06-12 08:02:06.798000+00:00,0.093,0.093
2023-06-12 04:58:52.220000+00:00,0.0675,0.0675
2023-06-12 01:59:54.812000+00:00,0.0,0.0
2023-06-11 22:59:24.333000+00:00,0.0,0.0
2023-06-11 19:58:52.581000+00:00,0.0,0.0
2023-06-11 17:03:21.743000+00:00,0.1143,0.1143
2023-06-11 14:02:24.832000+00:00,0.1101,0.1101
2023-06-11 10:58:56.315000+00:00,0.1073,0.1073
2023-06-11 08:03:06.383000+00:00,0.0841,0.0841
2023-06-11 05:02:14.723000+00:00,0.0,0.0
2023-06-11 02:01:33.804000+00:00,0.0,0.0
